23:16:39 INFO === Portfolio Backtest: 252d, 5 positions × 20% ===
23:16:39 INFO Starting equity: $5,000
23:16:39 INFO === SwingTrade Walk-Forward Backtest: 252d window, 7d hold ===
23:16:39 INFO Thresholds: score≥55, RS≥70, top 5/day
23:16:39 INFO Data: Polygon.io OHLCV (5yr) + FINVIZ fundamentals. Zacks/news/insider unavailable historically.
23:16:39 WARNING SURVIVORSHIP BIAS: Uses current S&P 500 membership. Historical index changes not accounted for. Expect live performance 3-5% below backtest estimates.
23:16:39 WARNING FUNDAMENTAL LOOK-AHEAD: yfinance current data applied to historical signals. Backtest WR inflated ~1-2pp. See audit #4 / module docstring for full fix plan. Set BACKTEST_NO_FUNDAMENTALS=1 to neutralize the fundamentals pillar.
23:16:39 INFO Slippage model: entry 3bps, exit 2bps, $0 commission. Signal at T close -> entry at T+1 open.
23:16:40 INFO Russell 1000: fetched 1008 tickers from iShares IWB
23:16:40 INFO Universe: 1016 tickers (S&P 500 + Russell 1000 merged) — will filter by price after download
23:16:40 INFO Loading from data archive (Parquet)...
23:16:41 INFO Archive: loaded 1002/1016 tickers in 1.0s
23:16:41 INFO Archive: 820 tickers pass price filter
23:16:41 INFO Ready: 820 tickers pass price filter
23:16:41 INFO Downloading SPY benchmark data...
23:16:41 INFO Backtest window: 2025-04-02 → 2026-04-02 (252 days)
23:16:41 INFO Active universe: 820 tickers
23:16:41 INFO Fetching yfinance info for 820 tickers (current snapshot — see audit #4 look-ahead warning above)...
23:16:41 INFO Fetching FINVIZ Elite bulk data...
23:16:42 INFO   FINVIZ: 11007 tickers loaded
23:31:26 INFO     → 0 picks (BUY:0 WATCH:0 total scored:0)
23:32:07 INFO     → 0 picks (BUY:0 WATCH:0 total scored:0)
23:32:49 INFO     → 0 picks (BUY:0 WATCH:0 total scored:0)
23:33:31 INFO     → 0 picks (BUY:0 WATCH:0 total scored:0)
23:34:12 INFO     → 0 picks (BUY:0 WATCH:0 total scored:0)
23:34:54 INFO     → 0 picks (BUY:0 WATCH:0 total scored:0)
23:35:36 INFO     → 0 picks (BUY:0 WATCH:0 total scored:0)
23:36:19 INFO     → 0 picks (BUY:0 WATCH:0 total scored:0)
23:37:01 INFO   2025-05-14: 5 picks (BUY:0 WATCH:5 pool:23)
23:37:01 INFO     → 5 picks (BUY:0 WATCH:5 total scored:23)
23:37:43 INFO   2025-05-15: 5 picks (BUY:1 WATCH:4 pool:40)
23:37:43 INFO     → 5 picks (BUY:1 WATCH:4 total scored:40)
23:38:26 INFO   2025-05-16: 5 picks (BUY:0 WATCH:5 pool:41)
23:38:26 INFO     → 5 picks (BUY:0 WATCH:5 total scored:41)
23:39:09 INFO   2025-05-19: 5 picks (BUY:1 WATCH:4 pool:46)
23:39:09 INFO     → 5 picks (BUY:1 WATCH:4 total scored:46)
23:39:52 INFO   2025-05-20: 5 picks (BUY:1 WATCH:4 pool:57)
23:39:52 INFO     → 5 picks (BUY:1 WATCH:4 total scored:57)
23:40:35 INFO   2025-05-21: 5 picks (BUY:0 WATCH:5 pool:44)
23:40:35 INFO     → 5 picks (BUY:0 WATCH:5 total scored:44)
23:41:18 INFO   2025-05-22: 5 picks (BUY:2 WATCH:3 pool:30)
23:41:18 INFO     → 5 picks (BUY:2 WATCH:3 total scored:30)
23:42:01 INFO   2025-05-23: 5 picks (BUY:1 WATCH:4 pool:32)
23:42:01 INFO     → 5 picks (BUY:1 WATCH:4 total scored:32)
23:42:44 INFO   2025-05-27: 5 picks (BUY:0 WATCH:5 pool:35)
23:42:44 INFO     → 5 picks (BUY:0 WATCH:5 total scored:35)
23:43:28 INFO   2025-05-28: 5 picks (BUY:0 WATCH:5 pool:37)
23:43:28 INFO     → 5 picks (BUY:0 WATCH:5 total scored:37)
23:44:11 INFO   2025-05-29: 5 picks (BUY:0 WATCH:5 pool:32)
23:44:11 INFO     → 5 picks (BUY:0 WATCH:5 total scored:32)
23:44:55 INFO   2025-05-30: 5 picks (BUY:0 WATCH:5 pool:36)
23:44:55 INFO     → 5 picks (BUY:0 WATCH:5 total scored:36)
23:45:39 INFO   2025-06-02: 5 picks (BUY:0 WATCH:5 pool:25)
23:45:39 INFO     → 5 picks (BUY:0 WATCH:5 total scored:25)
23:46:22 INFO   2025-06-03: 5 picks (BUY:2 WATCH:3 pool:36)
23:46:22 INFO     → 5 picks (BUY:2 WATCH:3 total scored:36)
23:47:06 INFO   2025-06-04: 5 picks (BUY:0 WATCH:5 pool:25)
23:47:06 INFO     → 5 picks (BUY:0 WATCH:5 total scored:25)
23:47:50 INFO   2025-06-05: 5 picks (BUY:0 WATCH:5 pool:27)
23:47:50 INFO     → 5 picks (BUY:0 WATCH:5 total scored:27)
23:48:33 INFO   2025-06-06: 5 picks (BUY:0 WATCH:5 pool:31)
23:48:33 INFO     → 5 picks (BUY:0 WATCH:5 total scored:31)
23:49:17 INFO   2025-06-09: 5 picks (BUY:0 WATCH:5 pool:30)
23:49:17 INFO     → 5 picks (BUY:0 WATCH:5 total scored:30)
23:50:01 INFO   2025-06-10: 5 picks (BUY:0 WATCH:5 pool:19)
23:50:01 INFO     → 5 picks (BUY:0 WATCH:5 total scored:19)
23:50:45 INFO   2025-06-11: 5 picks (BUY:0 WATCH:5 pool:24)
23:50:45 INFO     → 5 picks (BUY:0 WATCH:5 total scored:24)
23:51:30 INFO   2025-06-12: 5 picks (BUY:1 WATCH:4 pool:25)
23:51:30 INFO     → 5 picks (BUY:1 WATCH:4 total scored:25)
23:52:14 INFO   2025-06-13: 5 picks (BUY:0 WATCH:5 pool:15)
23:52:14 INFO     → 5 picks (BUY:0 WATCH:5 total scored:15)
23:52:58 INFO   2025-06-16: 5 picks (BUY:1 WATCH:4 pool:24)
23:52:58 INFO     → 5 picks (BUY:1 WATCH:4 total scored:24)
23:53:43 INFO   2025-06-17: 5 picks (BUY:0 WATCH:5 pool:13)
23:53:43 INFO     → 5 picks (BUY:0 WATCH:5 total scored:13)
23:54:28 INFO   2025-06-18: 5 picks (BUY:1 WATCH:4 pool:25)
23:54:28 INFO     → 5 picks (BUY:1 WATCH:4 total scored:25)
23:55:12 INFO   2025-06-20: 5 picks (BUY:1 WATCH:4 pool:32)
23:55:12 INFO     → 5 picks (BUY:1 WATCH:4 total scored:32)
23:55:57 INFO   2025-06-23: 5 picks (BUY:0 WATCH:5 pool:34)
23:55:57 INFO     → 5 picks (BUY:0 WATCH:5 total scored:34)
23:56:42 INFO   2025-06-24: 5 picks (BUY:1 WATCH:4 pool:31)
23:56:42 INFO     → 5 picks (BUY:1 WATCH:4 total scored:31)
23:57:28 INFO   2025-06-25: 5 picks (BUY:0 WATCH:5 pool:36)
23:57:28 INFO     → 5 picks (BUY:0 WATCH:5 total scored:36)
23:58:13 INFO   2025-06-26: 5 picks (BUY:1 WATCH:4 pool:32)
23:58:13 INFO     → 5 picks (BUY:1 WATCH:4 total scored:32)
23:58:59 INFO   2025-06-27: 5 picks (BUY:2 WATCH:3 pool:36)
23:58:59 INFO     → 5 picks (BUY:2 WATCH:3 total scored:36)
23:59:44 INFO   2025-06-30: 5 picks (BUY:0 WATCH:5 pool:41)
23:59:44 INFO     → 5 picks (BUY:0 WATCH:5 total scored:41)
00:00:30 INFO   2025-07-01: 5 picks (BUY:1 WATCH:4 pool:38)
00:00:30 INFO     → 5 picks (BUY:1 WATCH:4 total scored:38)
00:01:15 INFO   2025-07-02: 5 picks (BUY:0 WATCH:5 pool:28)
00:01:15 INFO     → 5 picks (BUY:0 WATCH:5 total scored:28)
00:02:01 INFO   2025-07-03: 5 picks (BUY:0 WATCH:5 pool:35)
00:02:01 INFO     → 5 picks (BUY:0 WATCH:5 total scored:35)
00:02:47 INFO   2025-07-07: 5 picks (BUY:0 WATCH:5 pool:40)
00:02:47 INFO     → 5 picks (BUY:0 WATCH:5 total scored:40)
00:03:32 INFO   2025-07-08: 5 picks (BUY:0 WATCH:5 pool:40)
00:03:32 INFO     → 5 picks (BUY:0 WATCH:5 total scored:40)
00:04:17 INFO   2025-07-09: 5 picks (BUY:0 WATCH:5 pool:39)
00:04:17 INFO     → 5 picks (BUY:0 WATCH:5 total scored:39)
00:05:03 INFO   2025-07-10: 5 picks (BUY:0 WATCH:5 pool:40)
00:05:03 INFO     → 5 picks (BUY:0 WATCH:5 total scored:40)
00:05:48 INFO   2025-07-11: 5 picks (BUY:0 WATCH:5 pool:42)
00:05:48 INFO     → 5 picks (BUY:0 WATCH:5 total scored:42)
00:06:34 INFO   2025-07-14: 5 picks (BUY:0 WATCH:5 pool:41)
00:06:34 INFO     → 5 picks (BUY:0 WATCH:5 total scored:41)
00:07:20 INFO   2025-07-15: 5 picks (BUY:1 WATCH:4 pool:22)
00:07:20 INFO     → 5 picks (BUY:1 WATCH:4 total scored:22)
00:08:05 INFO   2025-07-16: 5 picks (BUY:1 WATCH:4 pool:27)
00:08:05 INFO     → 5 picks (BUY:1 WATCH:4 total scored:27)
00:08:51 INFO   2025-07-17: 5 picks (BUY:1 WATCH:4 pool:38)
00:08:51 INFO     → 5 picks (BUY:1 WATCH:4 total scored:38)
00:09:37 INFO   2025-07-18: 5 picks (BUY:2 WATCH:3 pool:37)
00:09:37 INFO     → 5 picks (BUY:2 WATCH:3 total scored:37)
00:10:23 INFO   2025-07-21: 5 picks (BUY:0 WATCH:5 pool:37)
00:10:23 INFO     → 5 picks (BUY:0 WATCH:5 total scored:37)
00:11:09 INFO   2025-07-22: 5 picks (BUY:1 WATCH:4 pool:40)
00:11:09 INFO     → 5 picks (BUY:1 WATCH:4 total scored:40)
00:11:56 INFO   2025-07-23: 5 picks (BUY:1 WATCH:4 pool:28)
00:11:56 INFO     → 5 picks (BUY:1 WATCH:4 total scored:28)
00:12:42 INFO   2025-07-24: 5 picks (BUY:2 WATCH:3 pool:21)
00:12:42 INFO     → 5 picks (BUY:2 WATCH:3 total scored:21)
00:13:28 INFO   2025-07-25: 5 picks (BUY:4 WATCH:1 pool:29)
00:13:28 INFO     → 5 picks (BUY:4 WATCH:1 total scored:29)
00:14:14 INFO   2025-07-28: 5 picks (BUY:2 WATCH:3 pool:34)
00:14:14 INFO     → 5 picks (BUY:2 WATCH:3 total scored:34)
00:15:01 INFO   2025-07-29: 5 picks (BUY:1 WATCH:4 pool:42)
00:15:01 INFO     → 5 picks (BUY:1 WATCH:4 total scored:42)
00:15:48 INFO   2025-07-30: 5 picks (BUY:2 WATCH:3 pool:43)
00:15:48 INFO     → 5 picks (BUY:2 WATCH:3 total scored:43)
00:16:34 INFO   2025-07-31: 5 picks (BUY:1 WATCH:4 pool:34)
00:16:34 INFO     → 5 picks (BUY:1 WATCH:4 total scored:34)
00:17:21 INFO   2025-08-01: 5 picks (BUY:0 WATCH:5 pool:24)
00:17:21 INFO     → 5 picks (BUY:0 WATCH:5 total scored:24)
00:18:08 INFO   2025-08-04: 5 picks (BUY:1 WATCH:4 pool:28)
00:18:08 INFO     → 5 picks (BUY:1 WATCH:4 total scored:28)
00:18:55 INFO   2025-08-05: 5 picks (BUY:1 WATCH:4 pool:21)
00:18:55 INFO     → 5 picks (BUY:1 WATCH:4 total scored:21)
00:19:42 INFO   2025-08-06: 5 picks (BUY:0 WATCH:5 pool:24)
00:19:42 INFO     → 5 picks (BUY:0 WATCH:5 total scored:24)
00:20:29 INFO   2025-08-07: 5 picks (BUY:2 WATCH:3 pool:24)
00:20:29 INFO     → 5 picks (BUY:2 WATCH:3 total scored:24)
00:21:17 INFO   2025-08-08: 5 picks (BUY:0 WATCH:5 pool:23)
00:21:17 INFO     → 5 picks (BUY:0 WATCH:5 total scored:23)
00:22:04 INFO   2025-08-11: 5 picks (BUY:0 WATCH:5 pool:27)
00:22:04 INFO     → 5 picks (BUY:0 WATCH:5 total scored:27)
00:22:52 INFO   2025-08-12: 5 picks (BUY:2 WATCH:3 pool:28)
00:22:52 INFO     → 5 picks (BUY:2 WATCH:3 total scored:28)
00:23:39 INFO   2025-08-13: 5 picks (BUY:1 WATCH:4 pool:30)
00:23:39 INFO     → 5 picks (BUY:1 WATCH:4 total scored:30)
00:24:26 INFO   2025-08-14: 5 picks (BUY:1 WATCH:4 pool:43)
00:24:26 INFO     → 5 picks (BUY:1 WATCH:4 total scored:43)
00:25:14 INFO   2025-08-15: 5 picks (BUY:0 WATCH:5 pool:31)
00:25:14 INFO     → 5 picks (BUY:0 WATCH:5 total scored:31)
00:26:01 INFO   2025-08-18: 5 picks (BUY:1 WATCH:4 pool:30)
00:26:01 INFO     → 5 picks (BUY:1 WATCH:4 total scored:30)
00:26:49 INFO   2025-08-19: 5 picks (BUY:1 WATCH:4 pool:24)
00:26:49 INFO     → 5 picks (BUY:1 WATCH:4 total scored:24)
00:27:37 INFO   2025-08-20: 5 picks (BUY:0 WATCH:5 pool:21)
00:27:37 INFO     → 5 picks (BUY:0 WATCH:5 total scored:21)
00:28:25 INFO   2025-08-21: 5 picks (BUY:0 WATCH:5 pool:26)
00:28:25 INFO     → 5 picks (BUY:0 WATCH:5 total scored:26)
00:29:14 INFO   2025-08-22: 5 picks (BUY:0 WATCH:5 pool:34)
00:29:14 INFO     → 5 picks (BUY:0 WATCH:5 total scored:34)
00:30:02 INFO   2025-08-25: 5 picks (BUY:0 WATCH:5 pool:47)
00:30:02 INFO     → 5 picks (BUY:0 WATCH:5 total scored:47)
00:30:51 INFO   2025-08-26: 5 picks (BUY:0 WATCH:5 pool:61)
00:30:51 INFO     → 5 picks (BUY:0 WATCH:5 total scored:61)
00:31:39 INFO   2025-08-27: 5 picks (BUY:0 WATCH:5 pool:56)
00:31:39 INFO     → 5 picks (BUY:0 WATCH:5 total scored:56)
00:32:28 INFO   2025-08-28: 5 picks (BUY:0 WATCH:5 pool:54)
00:32:28 INFO     → 5 picks (BUY:0 WATCH:5 total scored:54)
00:33:17 INFO   2025-08-29: 5 picks (BUY:0 WATCH:5 pool:57)
00:33:17 INFO     → 5 picks (BUY:0 WATCH:5 total scored:57)
00:34:06 INFO   2025-09-02: 5 picks (BUY:2 WATCH:3 pool:41)
00:34:06 INFO     → 5 picks (BUY:2 WATCH:3 total scored:41)
00:34:55 INFO   2025-09-03: 5 picks (BUY:0 WATCH:5 pool:34)
00:34:55 INFO     → 5 picks (BUY:0 WATCH:5 total scored:34)
00:35:44 INFO   2025-09-04: 5 picks (BUY:1 WATCH:4 pool:50)
00:35:44 INFO     → 5 picks (BUY:1 WATCH:4 total scored:50)
00:36:34 INFO   2025-09-05: 5 picks (BUY:1 WATCH:4 pool:38)
00:36:34 INFO     → 5 picks (BUY:1 WATCH:4 total scored:38)
00:37:23 INFO   2025-09-08: 5 picks (BUY:0 WATCH:5 pool:54)
00:37:23 INFO     → 5 picks (BUY:0 WATCH:5 total scored:54)
00:38:15 INFO   2025-09-09: 5 picks (BUY:1 WATCH:4 pool:48)
00:38:15 INFO     → 5 picks (BUY:1 WATCH:4 total scored:48)
00:39:05 INFO   2025-09-10: 5 picks (BUY:0 WATCH:5 pool:38)
00:39:05 INFO     → 5 picks (BUY:0 WATCH:5 total scored:38)
00:39:55 INFO   2025-09-11: 5 picks (BUY:1 WATCH:4 pool:52)
00:39:55 INFO     → 5 picks (BUY:1 WATCH:4 total scored:52)
00:40:45 INFO   2025-09-12: 5 picks (BUY:2 WATCH:3 pool:37)
00:40:45 INFO     → 5 picks (BUY:2 WATCH:3 total scored:37)
00:41:35 INFO   2025-09-15: 5 picks (BUY:2 WATCH:3 pool:32)
00:41:35 INFO     → 5 picks (BUY:2 WATCH:3 total scored:32)
00:42:25 INFO   2025-09-16: 5 picks (BUY:3 WATCH:2 pool:28)
00:42:25 INFO     → 5 picks (BUY:3 WATCH:2 total scored:28)
00:43:15 INFO   2025-09-17: 5 picks (BUY:0 WATCH:5 pool:37)
00:43:15 INFO     → 5 picks (BUY:0 WATCH:5 total scored:37)
00:44:06 INFO   2025-09-18: 5 picks (BUY:1 WATCH:4 pool:47)
00:44:06 INFO     → 5 picks (BUY:1 WATCH:4 total scored:47)
00:44:56 INFO   2025-09-19: 5 picks (BUY:2 WATCH:3 pool:49)
00:44:56 INFO     → 5 picks (BUY:2 WATCH:3 total scored:49)
00:45:47 INFO   2025-09-22: 5 picks (BUY:0 WATCH:5 pool:36)
00:45:47 INFO     → 5 picks (BUY:0 WATCH:5 total scored:36)
00:46:37 INFO   2025-09-23: 5 picks (BUY:0 WATCH:5 pool:34)
00:46:37 INFO     → 5 picks (BUY:0 WATCH:5 total scored:34)
00:47:28 INFO   2025-09-24: 5 picks (BUY:0 WATCH:5 pool:23)
00:47:28 INFO     → 5 picks (BUY:0 WATCH:5 total scored:23)
00:48:18 INFO   2025-09-25: 5 picks (BUY:0 WATCH:5 pool:19)
00:48:18 INFO     → 5 picks (BUY:0 WATCH:5 total scored:19)
00:49:09 INFO   2025-09-26: 5 picks (BUY:1 WATCH:4 pool:23)
00:49:09 INFO     → 5 picks (BUY:1 WATCH:4 total scored:23)
00:50:00 INFO   2025-09-29: 5 picks (BUY:0 WATCH:5 pool:28)
00:50:00 INFO     → 5 picks (BUY:0 WATCH:5 total scored:28)
00:50:50 INFO   2025-09-30: 5 picks (BUY:2 WATCH:3 pool:27)
00:50:50 INFO     → 5 picks (BUY:2 WATCH:3 total scored:27)
00:51:42 INFO   2025-10-01: 5 picks (BUY:1 WATCH:4 pool:30)
00:51:42 INFO     → 5 picks (BUY:1 WATCH:4 total scored:30)
00:52:33 INFO   2025-10-02: 5 picks (BUY:0 WATCH:5 pool:27)
00:52:33 INFO     → 5 picks (BUY:0 WATCH:5 total scored:27)
00:53:24 INFO   2025-10-03: 5 picks (BUY:1 WATCH:4 pool:24)
00:53:24 INFO     → 5 picks (BUY:1 WATCH:4 total scored:24)
00:54:16 INFO   2025-10-06: 5 picks (BUY:0 WATCH:5 pool:28)
00:54:16 INFO     → 5 picks (BUY:0 WATCH:5 total scored:28)
00:55:07 INFO   2025-10-07: 5 picks (BUY:0 WATCH:5 pool:27)
00:55:07 INFO     → 5 picks (BUY:0 WATCH:5 total scored:27)
00:55:59 INFO   2025-10-08: 5 picks (BUY:1 WATCH:4 pool:23)
00:55:59 INFO     → 5 picks (BUY:1 WATCH:4 total scored:23)
00:56:51 INFO   2025-10-09: 5 picks (BUY:0 WATCH:5 pool:23)
00:56:51 INFO     → 5 picks (BUY:0 WATCH:5 total scored:23)
00:57:42 INFO   2025-10-10: 5 picks (BUY:0 WATCH:5 pool:14)
00:57:42 INFO     → 5 picks (BUY:0 WATCH:5 total scored:14)
00:58:34 INFO   2025-10-13: 5 picks (BUY:0 WATCH:5 pool:19)
00:58:34 INFO     → 5 picks (BUY:0 WATCH:5 total scored:19)
00:59:26 INFO   2025-10-14: 5 picks (BUY:0 WATCH:5 pool:18)
00:59:26 INFO     → 5 picks (BUY:0 WATCH:5 total scored:18)
01:00:19 INFO   2025-10-15: 5 picks (BUY:1 WATCH:4 pool:32)
01:00:19 INFO     → 5 picks (BUY:1 WATCH:4 total scored:32)
01:01:11 INFO   2025-10-16: 5 picks (BUY:0 WATCH:5 pool:25)
01:01:11 INFO     → 5 picks (BUY:0 WATCH:5 total scored:25)
01:02:04 INFO   2025-10-17: 5 picks (BUY:0 WATCH:5 pool:18)
01:02:04 INFO     → 5 picks (BUY:0 WATCH:5 total scored:18)
01:02:56 INFO   2025-10-20: 5 picks (BUY:0 WATCH:5 pool:19)
01:02:56 INFO     → 5 picks (BUY:0 WATCH:5 total scored:19)
01:03:49 INFO   2025-10-21: 5 picks (BUY:0 WATCH:5 pool:21)
01:03:49 INFO     → 5 picks (BUY:0 WATCH:5 total scored:21)
01:04:41 INFO   2025-10-22: 5 picks (BUY:1 WATCH:4 pool:19)
01:04:41 INFO     → 5 picks (BUY:1 WATCH:4 total scored:19)
01:05:34 INFO   2025-10-23: 5 picks (BUY:1 WATCH:4 pool:25)
01:05:34 INFO     → 5 picks (BUY:1 WATCH:4 total scored:25)
01:06:27 INFO   2025-10-24: 5 picks (BUY:1 WATCH:4 pool:27)
01:06:27 INFO     → 5 picks (BUY:1 WATCH:4 total scored:27)
01:07:20 INFO   2025-10-27: 5 picks (BUY:1 WATCH:4 pool:31)
01:07:20 INFO     → 5 picks (BUY:1 WATCH:4 total scored:31)
01:08:13 INFO   2025-10-28: 5 picks (BUY:1 WATCH:4 pool:28)
01:08:13 INFO     → 5 picks (BUY:1 WATCH:4 total scored:28)
01:09:06 INFO   2025-10-29: 5 picks (BUY:1 WATCH:4 pool:24)
01:09:06 INFO     → 5 picks (BUY:1 WATCH:4 total scored:24)
01:10:00 INFO   2025-10-30: 5 picks (BUY:1 WATCH:4 pool:20)
01:10:00 INFO     → 5 picks (BUY:1 WATCH:4 total scored:20)
01:10:54 INFO   2025-10-31: 5 picks (BUY:2 WATCH:3 pool:26)
01:10:54 INFO     → 5 picks (BUY:2 WATCH:3 total scored:26)
01:11:47 INFO   2025-11-03: 5 picks (BUY:0 WATCH:5 pool:30)
01:11:47 INFO     → 5 picks (BUY:0 WATCH:5 total scored:30)
01:12:40 INFO   2025-11-04: 5 picks (BUY:0 WATCH:5 pool:21)
01:12:40 INFO     → 5 picks (BUY:0 WATCH:5 total scored:21)
01:13:34 INFO   2025-11-05: 5 picks (BUY:0 WATCH:5 pool:19)
01:13:34 INFO     → 5 picks (BUY:0 WATCH:5 total scored:19)
01:14:28 INFO   2025-11-06: 5 picks (BUY:1 WATCH:4 pool:25)
01:14:28 INFO     → 5 picks (BUY:1 WATCH:4 total scored:25)
01:15:22 INFO   2025-11-07: 5 picks (BUY:1 WATCH:4 pool:33)
01:15:22 INFO     → 5 picks (BUY:1 WATCH:4 total scored:33)
01:16:16 INFO   2025-11-10: 5 picks (BUY:0 WATCH:5 pool:25)
01:16:16 INFO     → 5 picks (BUY:0 WATCH:5 total scored:25)
01:17:10 INFO   2025-11-11: 5 picks (BUY:0 WATCH:5 pool:29)
01:17:10 INFO     → 5 picks (BUY:0 WATCH:5 total scored:29)
01:18:04 INFO   2025-11-12: 5 picks (BUY:2 WATCH:3 pool:31)
01:18:04 INFO     → 5 picks (BUY:2 WATCH:3 total scored:31)
01:18:57 INFO   2025-11-13: 5 picks (BUY:1 WATCH:4 pool:23)
01:18:57 INFO     → 5 picks (BUY:1 WATCH:4 total scored:23)
01:19:52 INFO   2025-11-14: 5 picks (BUY:1 WATCH:4 pool:26)
01:19:52 INFO     → 5 picks (BUY:1 WATCH:4 total scored:26)
01:20:46 INFO   2025-11-17: 5 picks (BUY:0 WATCH:4 pool:15)
01:20:46 INFO     → 5 picks (BUY:0 WATCH:4 total scored:15)
01:21:40 INFO   2025-11-18: 5 picks (BUY:0 WATCH:5 pool:18)
01:21:40 INFO     → 5 picks (BUY:0 WATCH:5 total scored:18)
01:22:35 INFO   2025-11-19: 5 picks (BUY:0 WATCH:5 pool:12)
01:22:35 INFO     → 5 picks (BUY:0 WATCH:5 total scored:12)
01:23:30 INFO   2025-11-20: 5 picks (BUY:0 WATCH:5 pool:7)
01:23:30 INFO     → 5 picks (BUY:0 WATCH:5 total scored:7)
01:24:25 INFO   2025-11-21: 5 picks (BUY:0 WATCH:5 pool:18)
01:24:25 INFO     → 5 picks (BUY:0 WATCH:5 total scored:18)
01:25:20 INFO   2025-11-24: 5 picks (BUY:0 WATCH:5 pool:22)
01:25:20 INFO     → 5 picks (BUY:0 WATCH:5 total scored:22)
01:26:15 INFO   2025-11-25: 5 picks (BUY:1 WATCH:4 pool:24)
01:26:15 INFO     → 5 picks (BUY:1 WATCH:4 total scored:24)
01:27:09 INFO   2025-11-26: 5 picks (BUY:2 WATCH:3 pool:32)
01:27:09 INFO     → 5 picks (BUY:2 WATCH:3 total scored:32)
01:28:04 INFO   2025-11-28: 5 picks (BUY:2 WATCH:3 pool:28)
01:28:04 INFO     → 5 picks (BUY:2 WATCH:3 total scored:28)
01:28:59 INFO   2025-12-01: 5 picks (BUY:1 WATCH:4 pool:27)
01:28:59 INFO     → 5 picks (BUY:1 WATCH:4 total scored:27)
01:29:54 INFO   2025-12-02: 5 picks (BUY:1 WATCH:4 pool:24)
01:29:54 INFO     → 5 picks (BUY:1 WATCH:4 total scored:24)
01:30:49 INFO   2025-12-03: 5 picks (BUY:0 WATCH:5 pool:28)
01:30:49 INFO     → 5 picks (BUY:0 WATCH:5 total scored:28)
01:31:44 INFO   2025-12-04: 5 picks (BUY:0 WATCH:5 pool:37)
01:31:44 INFO     → 5 picks (BUY:0 WATCH:5 total scored:37)
01:32:39 INFO   2025-12-05: 5 picks (BUY:0 WATCH:5 pool:33)
